model	estimate	se	p	n_linked	n_background	tag	role	category	sample_size	binary	ancestry	region	locus_rule	n_sig_variants	n_leads	n_leads_with_vmr	n_vmrs	frac_vmrs_linked	in_distribution	q	cohort	tier	module_09_run_id
B_technical_context	0.40787630335731	0.321806075791587	0.204990885825597	13	9201	EGG_Pubertal_growth_12M	negative_control	Anthropometric	6986	FALSE		dlpfc	uniform_lead_snp	21	1	1	9251	0.0014108964619058	FALSE		AA	claim_eligible	scz-AA-dlpfc-20260918
A_technical	0.198730240652483	0.349026744470633	0.569095578839627	11	9123	EGG_Pubertal_growth_12M	negative_control	Anthropometric	6986	FALSE		hippocampus	uniform_lead_snp	21	1	1	9166	0.00120429165754325	FALSE		AA	claim_eligible	scz-AA-hippocampus-20260918
B_technical_context	0.16426037494539	0.347370464881296	0.636307360494889	11	9123	EGG_Pubertal_growth_12M	negative_control	Anthropometric	6986	FALSE		hippocampus	uniform_lead_snp	21	1	1	9166	0.00120429165754325	FALSE		AA	claim_eligible	scz-AA-hippocampus-20260918
A_technical	-0.641459811903057	0.334939691035843	0.0554733530273993	13	11191	ENIGMA_Intracraneal_Volume	negative_control	Anthropometric	30717	FALSE		caudate	uniform_lead_snp	126	2	2	11251	0.00116029989289539	FALSE		AA	descriptive_only	scz-AA-caudate-20260918
B_technical_context	-0.670189414415427	0.338035916225299	0.0474123235212934	13	11191	ENIGMA_Intracraneal_Volume	negative_control	Anthropometric	30717	FALSE		caudate	uniform_lead_snp	126	2	2	11251	0.00116029989289539	FALSE		AA	descriptive_only	scz-AA-caudate-20260918
A_technical	-1.48295214804731	1.75940086545425	0.399299264810109	1	9213	ENIGMA_Intracraneal_Volume	negative_control	Anthropometric	30717	FALSE		dlpfc	uniform_lead_snp	126	2	1	9251	0.000108530497069677	FALSE		AA	claim_eligible	scz-AA-dlpfc-20260918
B_technical_context	-1.62591120706825	1.80290837917778	0.367148847672791	1	9213	ENIGMA_Intracraneal_Volume	negative_control	Anthropometric	30717	FALSE		dlpfc	uniform_lead_snp	126	2	1	9251	0.000108530497069677	FALSE		AA	claim_eligible	scz-AA-dlpfc-20260918
A_technical	-1.65580155645149	1.78980925606161	0.354899649851667	1	9133	ENIGMA_Intracraneal_Volume	negative_control	Anthropometric	30717	FALSE		hippocampus	uniform_lead_snp	126	2	1	9166	0.000109481059776659	FALSE		AA	claim_eligible	scz-AA-hippocampus-20260918
B_technical_context	-1.86250218084992	1.83692505893687	0.310619076190654	1	9133	ENIGMA_Intracraneal_Volume	negative_control	Anthropometric	30717	FALSE		hippocampus	uniform_lead_snp	126	2	1	9166	0.000109481059776659	FALSE		AA	claim_eligible	scz-AA-hippocampus-20260918
A_technical	-0.311508880778792	0.184447071595353	0.0912425217407207	45	11159	GABRIEL_Asthma	negative_control	Allergy	26475	TRUE		caudate	uniform_lead_snp	539	7	7	11251	0.00401642270617637	FALSE		AA	descriptive_only	scz-AA-caudate-20260918
B_technical_context	-0.287866485669486	0.184732493175343	0.119164917463517	45	11159	GABRIEL_Asthma	negative_control	Allergy	26475	TRUE		caudate	uniform_lead_snp	539	7	7	11251	0.00401642270617637	FALSE		AA	descriptive_only	scz-AA-caudate-20260918
A_technical	-0.128224744134594	0.168248522504026	0.445991295128459	44	9170	GABRIEL_Asthma	negative_control	Allergy	26475	TRUE		dlpfc	uniform_lead_snp	539	7	7	9251	0.00477534187106577	FALSE		AA	claim_eligible	scz-AA-dlpfc-20260918
B_technical_context	-0.122612319556547	0.16985757314762	0.470384422851235	44	9170	GABRIEL_Asthma	negative_control	Allergy	26475	TRUE		dlpfc	uniform_lead_snp	539	7	7	9251	0.00477534187106577	FALSE		AA	claim_eligible	scz-AA-dlpfc-20260918
A_technical	0.133193418098367	0.202481392608082	0.510662978887923	31	9103	GABRIEL_Asthma	negative_control	Allergy	26475	TRUE		hippocampus	uniform_lead_snp	539	7	7	9166	0.00339391285307642	FALSE		AA	claim_eligible	scz-AA-hippocampus-20260918
B_technical_context	0.166123668096695	0.204497165988271	0.416589718930938	31	9103	GABRIEL_Asthma	negative_control	Allergy	26475	TRUE		hippocampus	uniform_lead_snp	539	7	7	9166	0.00339391285307642	FALSE		AA	claim_eligible	scz-AA-hippocampus-20260918
A_technical	-0.410947628419786	0.507730452662212	0.418295747977899	5	11199	GEFOS_Forearm	negative_control	Anthropometric	49988	FALSE		caudate	uniform_lead_snp	176	3	3	11251	0.000446269189575152	FALSE		AA	descriptive_only	scz-AA-caudate-20260918
B_technical_context	-0.275459607108848	0.509361491416789	0.588649621207195	5	11199	GEFOS_Forearm	negative_control	Anthropometric	49988	FALSE		caudate	uniform_lead_snp	176	3	3	11251	0.000446269189575152	FALSE		AA	descriptive_only	scz-AA-caudate-20260918
A_technical	-0.228789394116402	0.417877740268937	0.584033082302146	9	9205	GEFOS_Forearm	negative_control	Anthropometric	49988	FALSE		dlpfc	uniform_lead_snp	176	3	3	9251	0.000976774473627089	FALSE		AA	claim_eligible	scz-AA-dlpfc-20260918
B_technical_context	-0.214685695766338	0.422617139015365	0.611459667015775	9	9205	GEFOS_Forearm	negative_control	Anthropometric	49988	FALSE		dlpfc	uniform_lead_snp	176	3	3	9251	0.000976774473627089	FALSE		AA	claim_eligible	scz-AA-dlpfc-20260918
A_technical	0.0198318305663745	0.395714926027711	0.960029584437371	8	9126	GEFOS_Forearm	negative_control	Anthropometric	49988	FALSE		hippocampus	uniform_lead_snp	176	3	3	9166	0.000875848478213269	FALSE		AA	claim_eligible	scz-AA-hippocampus-20260918
B_technical_context	0.032497949233923	0.40059481643763	0.935343150069386	8	9126	GEFOS_Forearm	negative_control	Anthropometric	49988	FALSE		hippocampus	uniform_lead_snp	176	3	3	9166	0.000875848478213269	FALSE		AA	claim_eligible	scz-AA-hippocampus-20260918
A_technical	-0.177477465551741	0.0730130421072439	0.0150670299706111	266	10938	GIANT_2015_BMI_EUR	excluded_not_keep	Anthropometric	322154	FALSE		caudate	uniform_lead_snp	4335	78	60	11251	0.0237415208853981	FALSE		AA	descriptive_only	scz-AA-caudate-20260918
B_technical_context	-0.170275268433	0.0735624191105539	0.0206291049546229	266	10938	GIANT_2015_BMI_EUR	excluded_not_keep	Anthropometric	322154	FALSE		caudate	uniform_lead_snp	4335	78	60	11251	0.0237415208853981	FALSE		AA	descriptive_only	scz-AA-caudate-20260918
A_technical	-0.0532632003583755	0.069954404897903	0.446418900448088	250	8964	GIANT_2015_BMI_EUR	excluded_not_keep	Anthropometric	322154	FALSE		dlpfc	uniform_lead_snp	4335	78	64	9251	0.0271326242674191	FALSE		AA	claim_eligible	scz-AA-dlpfc-20260918
B_technical_context	-0.0356023085454087	0.0708982852790469	0.615554723355501	250	8964	GIANT_2015_BMI_EUR	excluded_not_keep	Anthropometric	322154	FALSE		dlpfc	uniform_lead_snp	4335	78	64	9251	0.0271326242674191	FALSE		AA	claim_eligible	scz-AA-dlpfc-20260918
A_technical	-0.152182260508773	0.0697925368045466	0.0292208071312957	254	8880	GIANT_2015_BMI_EUR	excluded_not_keep	Anthropometric	322154	FALSE		hippocampus	uniform_lead_snp	4335	78	69	9166	0.0278081891832713	FALSE		AA	claim_eligible	scz-AA-hippocampus-20260918
B_technical_context	-0.135240517051336	0.0704887390916647	0.0550334982529998	254	8880	GIANT_2015_BMI_EUR	excluded_not_keep	Anthropometric	322154	FALSE		hippocampus	uniform_lead_snp	4335	78	69	9166	0.0278081891832713	FALSE		AA	claim_eligible	scz-AA-hippocampus-20260918
A_technical	-0.197496950041691	0.103009529722741	0.0552038006190058	128	11076	GIANT_2017_BMI_Active_EUR	excluded_not_keep	Anthropometric	180423	FALSE		caudate	uniform_lead_snp	1670	33	27	11251	0.0114244912531239	FALSE		AA	descriptive_only	scz-AA-caudate-20260918
B_technical_context	-0.1853024489257	0.103956346183235	0.0746673208300501	128	11076	GIANT_2017_BMI_Active_EUR	excluded_not_keep	Anthropometric	180423	FALSE		caudate	uniform_lead_snp	1670	33	27	11251	0.0114244912531239	FALSE		AA	descriptive_only	scz-AA-caudate-20260918
A_technical	-0.120219648431276	0.106126891043721	0.257301788818514	108	9106	GIANT_2017_BMI_Active_EUR	excluded_not_keep	Anthropometric	180423	FALSE		dlpfc	uniform_lead_snp	1670	33	28	9251	0.0117212936835251	FALSE		AA	claim_eligible	scz-AA-dlpfc-20260918
B_technical_context	-0.110941645184603	0.10735796048225	0.301425771175797	108	9106	GIANT_2017_BMI_Active_EUR	excluded_not_keep	Anthropometric	180423	FALSE		dlpfc	uniform_lead_snp	1670	33	28	9251	0.0117212936835251	FALSE		AA	claim_eligible	scz-AA-dlpfc-20260918
A_technical	-0.177331939505649	0.105762737708261	0.09360197976133	112	9022	GIANT_2017_BMI_Active_EUR	excluded_not_keep	Anthropometric	180423	FALSE		hippocampus	uniform_lead_snp	1670	33	27	9166	0.0122618786949858	FALSE		AA	claim_eligible	scz-AA-hippocampus-20260918
B_technical_context	-0.174807643236241	0.106459637751139	0.100588216965198	112	9022	GIANT_2017_BMI_Active_EUR	excluded_not_keep	Anthropometric	180423	FALSE		hippocampus	uniform_lead_snp	1670	33	27	9166	0.0122618786949858	FALSE		AA	claim_eligible	scz-AA-hippocampus-20260918
A_technical	-0.162220518469252	0.0248854431412359	7.09235059741286e-11	3297	7907	GIANT_HEIGHT	negative_control	Anthropometric	253288	FALSE		caudate	uniform_lead_snp	67081	597	526	11251	0.294269903605855	TRUE	1.4893936254567e-09	AA	descriptive_only	scz-AA-caudate-20260918
B_technical_context	-0.162062543880231	0.0251068116123218	1.08273708324032e-10	3297	7907	GIANT_HEIGHT	negative_control	Anthropometric	253288	FALSE		caudate	uniform_lead_snp	67081	597	526	11251	0.294269903605855	TRUE	2.27374787480468e-09	AA	descriptive_only	scz-AA-caudate-20260918
A_technical	-0.0932822085171381	0.0260694994544443	0.000345952149404079	2283	6931	GIANT_HEIGHT	negative_control	Anthropometric	253288	FALSE		dlpfc	uniform_lead_snp	67081	597	548	9251	0.247775124810072	TRUE	0.00363249756874283	AA	claim_eligible	scz-AA-dlpfc-20260918
B_technical_context	-0.0868482242410394	0.0264117635644144	0.00100815763897683	2283	6931	GIANT_HEIGHT	negative_control	Anthropometric	253288	FALSE		dlpfc	uniform_lead_snp	67081	597	548	9251	0.247775124810072	TRUE	0.0105856552092567	AA	claim_eligible	scz-AA-dlpfc-20260918
A_technical	-0.0886417739952888	0.0260537146286009	0.000668285575669812	2252	6882	GIANT_HEIGHT	negative_control	Anthropometric	253288	FALSE		hippocampus	uniform_lead_snp	67081	597	547	9166	0.246551346617035	TRUE	0.00701699854453302	AA	claim_eligible	scz-AA-hippocampus-20260918
B_technical_context	-0.0846907559739558	0.0263294493004621	0.00129728772703273	2252	6882	GIANT_HEIGHT	negative_control	Anthropometric	253288	FALSE		hippocampus	uniform_lead_snp	67081	597	547	9166	0.246551346617035	TRUE	0.0136215211338437	AA	claim_eligible	scz-AA-hippocampus-20260918
A_technical	-0.179366428754607	0.077516536001719	0.0206725597175857	238	10966	GIANT_HIP_Combined_EUR	excluded_not_keep	Anthropometric	142762	FALSE		caudate	uniform_lead_snp	2299	59	46	11251	0.0212424134237772	FALSE		AA	descriptive_only	scz-AA-caudate-20260918
B_technical_context	-0.171869236809092	0.0781829599562521	0.0279280660307857	238	10966	GIANT_HIP_Combined_EUR	excluded_not_keep	Anthropometric	142762	FALSE		caudate	uniform_lead_snp	2299	59	46	11251	0.0212424134237772	FALSE		AA	descriptive_only	scz-AA-caudate-20260918
A_technical	-0.0405790746887671	0.0796690455312449	0.610510027632645	192	9022	GIANT_HIP_Combined_EUR	excluded_not_keep	Anthropometric	142762	FALSE		dlpfc	uniform_lead_snp	2299	59	49	9251	0.0208378554373779	FALSE		AA	claim_eligible	scz-AA-dlpfc-20260918
B_technical_context	-0.0255710345992298	0.0807804749092713	0.751585312531808	192	9022	GIANT_HIP_Combined_EUR	excluded_not_keep	Anthropometric	142762	FALSE		dlpfc	uniform_lead_snp	2299	59	49	9251	0.0208378554373779	FALSE		AA	claim_eligible	scz-AA-dlpfc-20260918
A_technical	-0.251824834437068	0.0806460356107757	0.00179264793252861	189	8945	GIANT_HIP_Combined_EUR	excluded_not_keep	Anthropometric	142762	FALSE		hippocampus	uniform_lead_snp	2299	59	46	9166	0.0206919202977885	FALSE		AA	claim_eligible	scz-AA-hippocampus-20260918
B_technical_context	-0.245496769130972	0.0813245807920812	0.00253838524467725	189	8945	GIANT_HIP_Combined_EUR	excluded_not_keep	Anthropometric	142762	FALSE		hippocampus	uniform_lead_snp	2299	59	46	9166	0.0206919202977885	FALSE		AA	claim_eligible	scz-AA-hippocampus-20260918
A_technical	-0.141933383521635	0.100339964223944	0.157207825133593	139	11065	GIANT_WC_Combined_EUR	excluded_not_keep	Anthropometric	232101	FALSE		caudate	uniform_lead_snp	2165	45	32	11251	0.0124062834701892	FALSE		AA	descriptive_only	scz-AA-caudate-20260918
B_technical_context	-0.11792380153742	0.100948037838096	0.242740866934377	139	11065	GIANT_WC_Combined_EUR	excluded_not_keep	Anthropometric	232101	FALSE		caudate	uniform_lead_snp	2165	45	32	11251	0.0124062834701892	FALSE		AA	descriptive_only	scz-AA-caudate-20260918
A_technical	0.0272339830893627	0.0945219832150507	0.773252379067995	138	9076	GIANT_WC_Combined_EUR	excluded_not_keep	Anthropometric	232101	FALSE		dlpfc	uniform_lead_snp	2165	45	34	9251	0.0149772085956154	FALSE		AA	claim_eligible	scz-AA-dlpfc-20260918
B_technical_context	0.0495551477801741	0.0959177546269371	0.605406038650055	138	9076	GIANT_WC_Combined_EUR	excluded_not_keep	Anthropometric	232101	FALSE		dlpfc	uniform_lead_snp	2165	45	34	9251	0.0149772085956154	FALSE		AA	claim_eligible	scz-AA-dlpfc-20260918
A_technical	-0.130982157472503	0.0911012559545788	0.150500867200832	148	8986	GIANT_WC_Combined_EUR	excluded_not_keep	Anthropometric	232101	FALSE		hippocampus	uniform_lead_snp	2165	45	36	9166	0.0162031968469455	FALSE		AA	claim_eligible	scz-AA-hippocampus-20260918
B_technical_context	-0.112652403447521	0.0920290758057502	0.220916097329312	148	8986	GIANT_WC_Combined_EUR	excluded_not_keep	Anthropometric	232101	FALSE		hippocampus	uniform_lead_snp	2165	45	36	9166	0.0162031968469455	FALSE		AA	claim_eligible	scz-AA-hippocampus-20260918
A_technical	0.0104037809613185	0.109137691619827	0.924055008382872	121	11083	GIANT_WHR_Combined_EUR	excluded_not_keep	Anthropometric	212248	FALSE		caudate	uniform_lead_snp	773	31	23	11251	0.0107997143877187	FALSE		AA	descriptive_only	scz-AA-caudate-20260918
B_technical_context	0.0110515502095933	0.110109049285896	0.920051271427364	121	11083	GIANT_WHR_Combined_EUR	excluded_not_keep	Anthropometric	212248	FALSE		caudate	uniform_lead_snp	773	31	23	11251	0.0107997143877187	FALSE		AA	descriptive_only	scz-AA-caudate-20260918
A_technical	0.0884185685164327	0.108773286900831	0.416292455101734	99	9115	GIANT_WHR_Combined_EUR	excluded_not_keep	Anthropometric	212248	FALSE		dlpfc	uniform_lead_snp	773	31	25	9251	0.010744519209898	FALSE		AA	claim_eligible	scz-AA-dlpfc-20260918
B_technical_context	0.0981587570639838	0.110679449456729	0.375146590313135	99	9115	GIANT_WHR_Combined_EUR	excluded_not_keep	Anthropometric	212248	FALSE		dlpfc	uniform_lead_snp	773	31	25	9251	0.010744519209898	FALSE		AA	claim_eligible	scz-AA-dlpfc-20260918
A_technical	0.0215029471421358	0.10663966909265	0.840197260929857	99	9035	GIANT_WHR_Combined_EUR	excluded_not_keep	Anthropometric	212248	FALSE		hippocampus	uniform_lead_snp	773	31	28	9166	0.0108386249178892	FALSE		AA	claim_eligible	scz-AA-hippocampus-20260918
B_technical_context	0.0389578051377004	0.108470594452914	0.719478802084244	99	9035	GIANT_WHR_Combined_EUR	excluded_not_keep	Anthropometric	212248	FALSE		hippocampus	uniform_lead_snp	773	31	28	9166	0.0108386249178892	FALSE		AA	claim_eligible	scz-AA-hippocampus-20260918
A_technical	-0.30061263684825	0.0481759506922418	4.37878482696771e-10	632	10572	GLGC_Mc_HDL	negative_control	Cardiometabolic	188578	FALSE		caudate	uniform_lead_snp	7482	106	89	11251	0.0564084255622992	TRUE	5.51726888197931e-09	AA	descriptive_only	scz-AA-caudate-20260918
B_technical_context	-0.283103749583257	0.0485906777249424	5.66705177679178e-09	632	10572	GLGC_Mc_HDL	negative_control	Cardiometabolic	188578	FALSE		caudate	uniform_lead_snp	7482	106	89	11251	0.0564084255622992	TRUE	8.92560654844706e-08	AA	descriptive_only	scz-AA-caudate-20260918
A_technical	-0.113056282790333	0.0523775298331199	0.0308898908639975	441	8773	GLGC_Mc_HDL	negative_control	Cardiometabolic	188578	FALSE		dlpfc	uniform_lead_snp	7482	106	98	9251	0.0478619492077274	TRUE	0.12162894527699	AA	claim_eligible	scz-AA-dlpfc-20260918
B_technical_context	-0.093121159487903	0.0531461122118397	0.079744140470208	441	8773	GLGC_Mc_HDL	negative_control	Cardiometabolic	188578	FALSE		dlpfc	uniform_lead_snp	7482	106	98	9251	0.0478619492077274	TRUE	0.279104491645728	AA	claim_eligible	scz-AA-dlpfc-20260918
A_technical	-0.161553370072613	0.0530814479643198	0.00233843687199193	425	8709	GLGC_Mc_HDL	negative_control	Cardiometabolic	188578	FALSE		hippocampus	uniform_lead_snp	7482	106	101	9166	0.0465294504050799	TRUE	0.0147321522935491	AA	claim_eligible	scz-AA-hippocampus-20260918
B_technical_context	-0.136332882373934	0.0537565332524773	0.0112089131865021	425	8709	GLGC_Mc_HDL	negative_control	Cardiometabolic	188578	FALSE		hippocampus	uniform_lead_snp	7482	106	101	9166	0.0465294504050799	TRUE	0.0588467942291359	AA	claim_eligible	scz-AA-hippocampus-20260918
A_technical	0.0334876392047226	0.0586036623737568	0.56771110741025	434	10770	GLGC_Mc_LDL	negative_control	Cardiometabolic	188578	FALSE		caudate	uniform_lead_snp	6308	80	71	11251	0.0387361656551232	TRUE	0.674826410695203	AA	descriptive_only	scz-AA-caudate-20260918
B_technical_context	0.0376299442967742	0.0590758155009945	0.524139730786903	434	10770	GLGC_Mc_LDL	negative_control	Cardiometabolic	188578	FALSE		caudate	uniform_lead_snp	6308	80	71	11251	0.0387361656551232	TRUE	0.687933396657811	AA	descriptive_only	scz-AA-caudate-20260918
A_technical	-0.0544972731754752	0.0607589787591997	0.369749926320837	323	8891	GLGC_Mc_LDL	negative_control	Cardiometabolic	188578	FALSE		dlpfc	uniform_lead_snp	6308	80	75	9251	0.0350553505535055	TRUE	0.597288342518275	AA	claim_eligible	scz-AA-dlpfc-20260918
B_technical_context	-0.0410495643853728	0.0615694928289744	0.504951498003854	323	8891	GLGC_Mc_LDL	negative_control	Cardiometabolic	188578	FALSE		dlpfc	uniform_lead_snp	6308	80	75	9251	0.0350553505535055	TRUE	0.706932097205395	AA	claim_eligible	scz-AA-dlpfc-20260918
A_technical	-0.0445214128947652	0.0625142923391237	0.476353476793481	300	8834	GLGC_Mc_LDL	negative_control	Cardiometabolic	188578	FALSE		hippocampus	uniform_lead_snp	6308	80	71	9166	0.0328443179329976	TRUE	0.638516362510411	AA	claim_eligible	scz-AA-hippocampus-20260918
B_technical_context	-0.024758566569252	0.0632840391427436	0.695627796520884	300	8834	GLGC_Mc_LDL	negative_control	Cardiometabolic	188578	FALSE		hippocampus	uniform_lead_snp	6308	80	71	9166	0.0328443179329976	TRUE	0.826878324166334	AA	claim_eligible	scz-AA-hippocampus-20260918
A_technical	-0.0819039250220259	0.0668495101048248	0.220500408438309	329	10875	GLGC_Mc_TG	negative_control	Cardiometabolic	188578	FALSE		caudate	uniform_lead_snp	5234	63	54	11251	0.029364512674045	TRUE	0.33881770077106	AA	descriptive_only	scz-AA-caudate-20260918
B_technical_context	-0.084231508521232	0.0673291333021413	0.210919507038771	329	10875	GLGC_Mc_TG	negative_control	Cardiometabolic	188578	FALSE		caudate	uniform_lead_snp	5234	63	54	11251	0.029364512674045	TRUE	0.34968234061691	AA	descriptive_only	scz-AA-caudate-20260918
A_technical	-0.032086865074075	0.067313026598895	0.6335890380313	265	8949	GLGC_Mc_TG	negative_control	Cardiometabolic	188578	FALSE		dlpfc	uniform_lead_snp	5234	63	61	9251	0.0287605817234643	TRUE	0.797908094339177	AA	claim_eligible	scz-AA-dlpfc-20260918
B_technical_context	-0.0297773250584315	0.0681669869040086	0.662235277139313	265	8949	GLGC_Mc_TG	negative_control	Cardiometabolic	188578	FALSE		dlpfc	uniform_lead_snp	5234	63	61	9251	0.0287605817234643	TRUE	0.80232350884186	AA	claim_eligible	scz-AA-dlpfc-20260918
A_technical	-0.139214359285771	0.070188237922561	0.0473179837824501	240	8894	GLGC_Mc_TG	negative_control	Cardiometabolic	188578	FALSE		hippocampus	uniform_lead_snp	5234	63	58	9166	0.0262754543463981	TRUE	0.156896472541808	AA	claim_eligible	scz-AA-hippocampus-20260918
B_technical_context	-0.126952484876751	0.0709362506530606	0.0735069662155172	240	8894	GLGC_Mc_TG	negative_control	Cardiometabolic	188578	FALSE		hippocampus	uniform_lead_snp	5234	63	58	9166	0.0262754543463981	TRUE	0.220520898646551	AA	claim_eligible	scz-AA-hippocampus-20260918
A_technical				0	11204	GPC-NEO-NEUROTICISM	negative_control	Psychiatric-neurologic	17375	FALSE		caudate	uniform_lead_snp	0	0	0	11251	0	FALSE		AA	descriptive_only	scz-AA-caudate-20260918
B_technical_context				0	11204	GPC-NEO-NEUROTICISM	negative_control	Psychiatric-neurologic	17375	FALSE		caudate	uniform_lead_snp	0	0	0	11251	0	FALSE		AA	descriptive_only	scz-AA-caudate-20260918
A_technical				0	9214	GPC-NEO-NEUROTICISM	negative_control	Psychiatric-neurologic	17375	FALSE		dlpfc	uniform_lead_snp	0	0	0	9251	0	FALSE		AA	claim_eligible	scz-AA-dlpfc-20260918
B_technical_context				0	9214	GPC-NEO-NEUROTICISM	negative_control	Psychiatric-neurologic	17375	FALSE		dlpfc	uniform_lead_snp	0	0	0	9251	0	FALSE		AA	claim_eligible	scz-AA-dlpfc-20260918
A_technical				0	9134	GPC-NEO-NEUROTICISM	negative_control	Psychiatric-neurologic	17375	FALSE		hippocampus	uniform_lead_snp	0	0	0	9166	0	FALSE		AA	claim_eligible	scz-AA-hippocampus-20260918
B_technical_context				0	9134	GPC-NEO-NEUROTICISM	negative_control	Psychiatric-neurologic	17375	FALSE		hippocampus	uniform_lead_snp	0	0	0	9166	0	FALSE		AA	claim_eligible	scz-AA-hippocampus-20260918
A_technical	-0.0794283874941383	0.148836554106535	0.593575523612512	61	11143	HRGene_HeartRate	negative_control	Cardiometabolic	85787	FALSE		caudate	uniform_lead_snp	1543	14	10	11251	0.00544448411281685	TRUE	0.692504777547931	AA	descriptive_only	scz-AA-caudate-20260918
B_technical_context	-0.0715795317072111	0.150293736512681	0.633886140641498	61	11143	HRGene_HeartRate	negative_control	Cardiometabolic	85787	FALSE		caudate	uniform_lead_snp	1543	14	10	11251	0.00544448411281685	TRUE	0.767977439623353	AA	descriptive_only	scz-AA-caudate-20260918
A_technical	-0.139689153154824	0.170151797003351	0.411664587304726	38	9176	HRGene_HeartRate	negative_control	Cardiometabolic	85787	FALSE		dlpfc	uniform_lead_snp	1543	14	10	9251	0.00412415888864771	TRUE	0.62147767633615	AA	claim_eligible	scz-AA-dlpfc-20260918
B_technical_context	-0.170776980092274	0.171946255246262	0.320612613453647	38	9176	HRGene_HeartRate	negative_control	Cardiometabolic	85787	FALSE		dlpfc	uniform_lead_snp	1543	14	10	9251	0.00412415888864771	TRUE	0.59407631316411	AA	claim_eligible	scz-AA-dlpfc-20260918
A_technical	0.0669922954039629	0.168729000525839	0.69133738257326	40	9094	HRGene_HeartRate	negative_control	Cardiometabolic	85787	FALSE		hippocampus	uniform_lead_snp	1543	14	10	9166	0.00437924239106635	TRUE	0.840284472254867	AA	claim_eligible	scz-AA-hippocampus-20260918
B_technical_context	0.0696806492066367	0.17103127593518	0.683703461222665	40	9094	HRGene_HeartRate	negative_control	Cardiometabolic	85787	FALSE		hippocampus	uniform_lead_snp	1543	14	10	9166	0.00437924239106635	TRUE	0.826878324166334	AA	claim_eligible	scz-AA-hippocampus-20260918
A_technical	-0.0043743997670691	0.0687604797009334	0.949274450154681	324	10880	IBD.EUR.Crohns_Disease	negative_control	Immune	20833	TRUE		caudate	uniform_lead_snp	5498	54	49	11251	0.0289182434844698	TRUE	0.959361029858236	AA	descriptive_only	scz-AA-caudate-20260918
B_technical_context	0.0115884250524246	0.0690844144062394	0.86678548767469	324	10880	IBD.EUR.Crohns_Disease	negative_control	Immune	20833	TRUE		caudate	uniform_lead_snp	5498	54	49	11251	0.0289182434844698	TRUE	0.880765898766217	AA	descriptive_only	scz-AA-caudate-20260918
A_technical	-0.0267086484896668	0.0702173097927287	0.703669825441061	243	8971	IBD.EUR.Crohns_Disease	negative_control	Immune	20833	TRUE		dlpfc	uniform_lead_snp	5498	54	50	9251	0.0263729107879314	TRUE	0.829473305557504	AA	claim_eligible	scz-AA-dlpfc-20260918
B_technical_context	-0.0124392086621739	0.0713454549474554	0.861588990206796	243	8971	IBD.EUR.Crohns_Disease	negative_control	Immune	20833	TRUE		dlpfc	uniform_lead_snp	5498	54	50	9251	0.0263729107879314	TRUE	0.927504893449518	AA	claim_eligible	scz-AA-dlpfc-20260918
A_technical	-0.0574431751639826	0.0699581704656813	0.411585065161207	244	8890	IBD.EUR.Crohns_Disease	negative_control	Immune	20833	TRUE		hippocampus	uniform_lead_snp	5498	54	51	9166	0.0267133785855047	TRUE	0.596585856612061	AA	claim_eligible	scz-AA-hippocampus-20260918
B_technical_context	-0.0415566291469748	0.0708282615562371	0.557389198167646	244	8890	IBD.EUR.Crohns_Disease	negative_control	Immune	20833	TRUE		hippocampus	uniform_lead_snp	5498	54	51	9166	0.0267133785855047	TRUE	0.774456704056297	AA	claim_eligible	scz-AA-hippocampus-20260918
A_technical	-0.10029210624327	0.057100021408777	0.0790152661878099	475	10729	IBD.EUR.Inflammatory_Bowel_Disease	negative_control	Immune	34652	TRUE		caudate	uniform_lead_snp	6370	65	59	11251	0.0423955730096394	TRUE	0.146410640289177	AA	descriptive_only	scz-AA-caudate-20260918
B_technical_context	-0.090107075674667	0.0574146104930446	0.116552387501542	475	10729	IBD.EUR.Inflammatory_Bowel_Disease	negative_control	Immune	34652	TRUE		caudate	uniform_lead_snp	6370	65	59	11251	0.0423955730096394	TRUE	0.209794297502775	AA	descriptive_only	scz-AA-caudate-20260918
A_technical	0.0110706116311535	0.0635183011023002	0.861637472047415	306	8908	IBD.EUR.Inflammatory_Bowel_Disease	negative_control	Immune	34652	TRUE		dlpfc	uniform_lead_snp	6370	65	60	9251	0.033210332103321	TRUE	0.913251351095885	AA	claim_eligible	scz-AA-dlpfc-20260918
B_technical_context	0.0288017096691188	0.0645101960118558	0.655259542049244	306	8908	IBD.EUR.Inflammatory_Bowel_Disease	negative_control	Immune	34652	TRUE		dlpfc	uniform_lead_snp	6370	65	60	9251	0.033210332103321	TRUE	0.80232350884186	AA	claim_eligible	scz-AA-dlpfc-20260918
A_technical	-0.00409658268078483	0.0637645588550428	0.948774789462539	297	8837	IBD.EUR.Inflammatory_Bowel_Disease	negative_control	Immune	34652	TRUE		hippocampus	uniform_lead_snp	6370	65	63	9166	0.0325158747536676	TRUE	0.964077608647418	AA	claim_eligible	scz-AA-hippocampus-20260918
B_technical_context	0.013817290938322	0.0646047375531894	0.830645107285414	297	8837	IBD.EUR.Inflammatory_Bowel_Disease	negative_control	Immune	34652	TRUE		hippocampus	uniform_lead_snp	6370	65	63	9166	0.0325158747536676	TRUE	0.91808143436809	AA	claim_eligible	scz-AA-hippocampus-20260918
