Disorder	BrainRegion	h2Metric	Category	Prop._SNPs	Prop._h2	Prop._h2_std_error	Enrichment	Enrichment_std_error	Enrichment_p	Coefficient	Coefficient_std_error	Coefficient_z-score	FDR
scz	hippocampus	non_heritable	GERP.NSL2_0	1.7453162562850617	3.24074736837327	0.1047568766033257	1.856825292667165	0.0600217159647058	3.86319139788105e-30	2.7196488195457565e-08	3.683000805811417e-09	7.384328603063065	3.7472956559446184e-28
scz	hippocampus	non_heritable	MAFbin9L2_0	0.1010999706600679	0.1529025697987983	0.016138618867461	1.512389853335449	0.1596303021859865	0.0014991552701815	6.46130813701348e-08	8.555952378585914e-09	7.551828073733826	0.004690905200245339
scz	hippocampus	non_heritable	MAFbin10L2_0	0.0984625640752075	0.142737574306613	0.0161861083261337	1.4496633887940136	0.1643884503532785	0.0063849242975127	6.089143913539294e-08	8.85430660499914e-09	6.877042082664455	0.018215813437021527
scz	hippocampus	non_heritable	Backgrd_Selection_StatL2_0	0.1777198118687993	0.2248061043380597	0.0049298527125782	1.2649467832208914	0.0277394661897217	1.801405245430475e-20	1.929560922080928e-08	1.091198313369396e-08	1.7682953670656256	4.368407720168902e-19
scz	hippocampus	non_heritable	CpG_Content_50kbL2_0	0.0100518737376365	0.0110950482911724	0.0001577102771039	1.1037791142988536	0.015689639685131	2.095836794408335e-09	3.510626293237923e-06	4.824630346176645e-07	7.276466882110409	2.5412021132201064e-08
scz	hippocampus	non_heritable	MAF_Adj_ASMCL2_0	-2.3485270052117152e-14	-0.5432303999403291	0.0439933322878717	23130685690853.188	-1873230845983.2188	1.8380617012686394e-26	-1.4295241612168817e-08	2.900507897840203e-09	-4.928530490405988	8.914599251152902e-25
scz	hippocampus	non_heritable	GTEx_eQTL_MaxCPPL2_0	0.0103404094611467	0.046844381317378	0.0090982093004882	4.530224987065754	0.8798693450848388	7.718674819634562e-05	2.585258379042615e-07	7.848618764690207e-08	3.293902349638022	0.00040356755039313896
scz	hippocampus	non_heritable	BLUEPRINT_H3K27acQTL_MaxCPPL2_0	0.0165455490697362	0.0412450916463907	0.0098428061227685	2.492820967895999	0.5948914769333452	0.0133008130085236	9.411609436132828e-08	6.581250808283205e-08	1.4300639362182213	0.033952075311231296
scz	hippocampus	non_heritable	Conserved_Vertebrate_phastCons46wayL2_0	0.0294360542974948	0.147503377602979	0.0296750644942192	5.01097654299178	1.008119641114562	7.904931399453237e-05	6.522608110660744e-09	6.07464687179092e-08	0.1073742762060794	0.00040356755039313896
scz	hippocampus	non_heritable	Conserved_Mammal_phastCons46wayL2_0	0.0214394549784697	0.143261121088383	0.0274237520437455	6.682125139480019	1.2791254288546714	1.0244195876884896e-05	-3.8477067668628015e-08	1.1689417619782125e-07	-0.3291615452553672	8.280725000481958e-05
scz	hippocampus	non_heritable	Conserved_Primate_phastCons46wayL2_0	0.0192690716687811	0.1865022502145341	0.0283154053126986	9.678839407541153	1.469474284979381	1.3180163484664598e-08	4.0380633804230185e-07	8.844861183348618e-08	4.565434433301337	1.4205287311249622e-07
scz	hippocampus	non_heritable	Conserved_Primate_phastCons46way.flanking.500L2_0	0.1565502614508353	0.331828780463453	0.0431237932716751	2.11963095678166	0.2754629271904356	7.261524452549036e-05	8.201415071010742e-08	1.871374529480844e-08	4.382562091024064	0.00040356755039313896
scz	hippocampus	non_heritable	Ancient_Sequence_Age_Human_EnhancerL2_0	0.0051380947899561	0.0573947560775648	0.0127657907535329	11.17043542866501	2.4845378054308	6.396366757684366e-05	4.137677361073983e-07	1.32334697494465e-07	3.126676101894625	0.0003877797346846147
scz	hippocampus	non_heritable	Human_Promoter_Villar_ExACL2_0	0.0024966621423786	0.0369305341818008	0.0078834040855364	14.79196305937308	3.1575774517995385	2.322978615370466e-05	6.060324892370972e-07	1.552342655897647e-07	3.9039865775424247	0.00016325253945770395
